token_text,start_capital,all_capital,capital_ratio,length,vowel_ratio,number_of_vowels,numeric_charecter,numeric_ratio,number_of_nonAlphanumeric,nonAlphanumericRatio,previous_word_text,prev_start_capital,prev_all_capital,prev_capital_ratio,prev_length,prev_vowel_ratio,prev_number_of_vowels,prev_numeric_charecter,prev_numeric_ratio,prev_number_of_nonAlphanumeric,prev_nonAlphanumericRatio,next_word_text,next_start_capital,next_all_capital,next_capital_ratio,next_length,next_vowel_ratio,next_number_of_vowels,next_numeric_charecter,next_numeric_ratio,next_number_of_nonAlphanumeric,next_nonAlphanumericRatio,class
naylonu,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,Carothers,1,0,0.1111111111111111,9,2.0,3.0,0.0,0.0,0.0,0.0,keþfetti,0,0,0.0,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,10
keþfetti,0,0,0.0,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,naylonu,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,,0,0,0.14892035233359896,5,1.5357814745022662,2.1894225115424457,0.3548920852744278,0.09709585686832549,0.0012898466235311495,0.00013345169783196258,9
ABD,1,1,1.0,3,2.0,1.0,0.0,0.0,0.0,0.0,maçý,0,0,0.0,4,1.0,2.0,0.0,0.0,0.0,0.0,de,0,0,0.0,2,1.0,1.0,0.0,0.0,0.0,0.0,5
televizyondan,0,0,0.0,13,1.6,5.0,0.0,0.0,0.0,0.0,de,0,0,0.0,2,1.0,1.0,0.0,0.0,0.0,0.0,naklen,0,0,0.0,6,2.0,2.0,0.0,0.0,0.0,0.0,9
naklen,0,0,0.0,6,2.0,2.0,0.0,0.0,0.0,0.0,televizyondan,0,0,0.0,13,1.6,5.0,0.0,0.0,0.0,0.0,yayýnlandý,0,0,0.0,10,1.5,4.0,0.0,0.0,0.0,0.0,9
yayýnlandý,0,0,0.0,10,1.5,4.0,0.0,0.0,0.0,0.0,naklen,0,0,0.0,6,2.0,2.0,0.0,0.0,0.0,0.0,kFfo0QZwsU,0,0,0.4,10,3.5,2.0,1.0,0.1,0.0,0.0,9
Yapay,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,1879,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,tatlandýrýcý,0,0,0.0,12,1.4,5.0,0.0,0.0,0.0,0.0,10
tatlandýrýcý,0,0,0.0,12,1.4,5.0,0.0,0.0,0.0,0.0,Yapay,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,sakarin,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,10
sakarin,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,tatlandýrýcý,0,0,0.0,12,1.4,5.0,0.0,0.0,0.0,0.0,keþfedildi,0,0,0.0,10,1.5,4.0,0.0,0.0,0.0,0.0,9
keþfedildi,0,0,0.0,10,1.5,4.0,0.0,0.0,0.0,0.0,sakarin,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,2yEU3ACDT7,0,0,0.6,10,1.3333333333333333,3.0,3.0,0.3,0.0,0.0,9
Yazar,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,1802,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,Victor,1,0,0.16666666666666666,6,2.0,2.0,0.0,0.0,0.0,0.0,6
Victor,1,0,0.16666666666666666,6,2.0,2.0,0.0,0.0,0.0,0.0,Yazar,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,Hugo,1,0,0.25,4,1.0,2.0,0.0,0.0,0.0,0.0,10
Hugo,1,0,0.25,4,1.0,2.0,0.0,0.0,0.0,0.0,Victor,1,0,0.16666666666666666,6,2.0,2.0,0.0,0.0,0.0,0.0,Fransa,1,0,0.16666666666666666,6,2.0,2.0,0.0,0.0,0.0,0.0,10
Fransa,1,0,0.16666666666666666,6,2.0,2.0,0.0,0.0,0.0,0.0,Hugo,1,0,0.25,4,1.0,2.0,0.0,0.0,0.0,0.0,da,0,0,0.0,2,1.0,1.0,0.0,0.0,0.0,0.0,5
Ýstanbul,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,1910,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,da,0,0,0.0,2,1.0,1.0,0.0,0.0,0.0,0.0,5
Ýþtirak,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,gazete,0,0,0.0,6,1.0,3.0,0.0,0.0,0.0,0.0,yayýmlanmaya,0,0,0.0,12,1.4,5.0,0.0,0.0,0.0,0.0,7
Gazete,1,0,0.16666666666666666,6,1.0,3.0,0.0,0.0,0.0,0.0,baþladý,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,Hüseyin,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,10
Hüseyin,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,Gazete,1,0,0.16666666666666666,6,1.0,3.0,0.0,0.0,0.0,0.0,Hilmi,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,10
Hilmi,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,Hüseyin,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,tarafýndan,0,0,0.0,10,1.5,4.0,0.0,0.0,0.0,0.0,10
Fransa,1,0,0.16666666666666666,6,2.0,2.0,0.0,0.0,0.0,0.0,1848,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,da,0,0,0.0,2,1.0,1.0,0.0,0.0,0.0,0.0,5
cumhuriyet,0,0,0.0,10,1.5,4.0,0.0,0.0,0.0,0.0,ikinci,0,0,0.0,6,1.0,3.0,0.0,0.0,0.0,0.0,ilan,0,0,0.0,4,1.0,2.0,0.0,0.0,0.0,0.0,9
ilan,0,0,0.0,4,1.0,2.0,0.0,0.0,0.0,0.0,cumhuriyet,0,0,0.0,10,1.5,4.0,0.0,0.0,0.0,0.0,edildi,0,0,0.0,6,1.0,3.0,0.0,0.0,0.0,0.0,9
edildi,0,0,0.0,6,1.0,3.0,0.0,0.0,0.0,0.0,ilan,0,0,0.0,4,1.0,2.0,0.0,0.0,0.0,0.0,,0,0,0.14894777276304724,5,1.5360642551088763,2.1898256458660588,0.3549574308986727,0.09711373494913349,0.0012900841206078448,0.00013345169783196258,9
Uçak,1,0,0.25,4,1.0,2.0,0.0,0.0,0.0,0.0,1933,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,gemisi,0,0,0.0,6,1.0,3.0,0.0,0.0,0.0,0.0,10
gemisi,0,0,0.0,6,1.0,3.0,0.0,0.0,0.0,0.0,Uçak,1,0,0.25,4,1.0,2.0,0.0,0.0,0.0,0.0,olarak,0,0,0.0,6,1.0,3.0,0.0,0.0,0.0,0.0,10
ABD,1,1,1.0,3,2.0,1.0,0.0,0.0,0.0,0.0,ilk,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,donanma,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,5
USS,1,1,1.0,3,2.0,1.0,0.0,0.0,0.0,0.0,donanma,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,Ranger,1,0,0.16666666666666666,6,2.0,2.0,0.0,0.0,0.0,0.0,7
denize,0,0,0.0,6,1.0,3.0,0.0,0.0,0.0,0.0,Ranger,1,0,0.16666666666666666,6,2.0,2.0,0.0,0.0,0.0,0.0,indirildi,0,0,0.0,9,1.25,4.0,0.0,0.0,0.0,0.0,10
Yazar,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,1907,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,Sabahattin,1,0,0.1,10,1.5,4.0,0.0,0.0,0.0,0.0,6
Sabahattin,1,0,0.1,10,1.5,4.0,0.0,0.0,0.0,0.0,Yazar,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,Ali,1,0,0.3333333333333333,3,0.5,2.0,0.0,0.0,0.0,0.0,10
Ali,1,0,0.3333333333333333,3,0.5,2.0,0.0,0.0,0.0,0.0,Sabahattin,1,0,0.1,10,1.5,4.0,0.0,0.0,0.0,0.0,Bulgaristan,1,0,0.09090909090909091,11,1.75,4.0,0.0,0.0,0.0,0.0,10
Bulgaristan,1,0,0.09090909090909091,11,1.75,4.0,0.0,0.0,0.0,0.0,Ali,1,0,0.3333333333333333,3,0.5,2.0,0.0,0.0,0.0,0.0,da,0,0,0.0,2,1.0,1.0,0.0,0.0,0.0,0.0,5
Adolf,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,1932,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,Hitler,1,0,0.16666666666666666,6,2.0,2.0,0.0,0.0,0.0,0.0,10
Hitler,1,0,0.16666666666666666,6,2.0,2.0,0.0,0.0,0.0,0.0,Adolf,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,Alman,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,10
Alman,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,Hitler,1,0,0.16666666666666666,6,2.0,2.0,0.0,0.0,0.0,0.0,vatandaþlýðýna,0,0,0.0,14,1.3333333333333333,6.0,0.0,0.0,0.0,0.0,10
Samuel,1,0,0.16666666666666666,6,1.0,3.0,0.0,0.0,0.0,0.0,1836,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,Colt,1,0,0.25,4,3.0,1.0,0.0,0.0,0.0,0.0,10
Colt,1,0,0.25,4,3.0,1.0,0.0,0.0,0.0,0.0,Samuel,1,0,0.16666666666666666,6,1.0,3.0,0.0,0.0,0.0,0.0,ürettiði,0,0,0.0,8,1.0,4.0,0.0,0.0,0.0,0.0,7
silahýn,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,ürettiði,0,0,0.0,8,1.0,4.0,0.0,0.0,0.0,0.0,tabanca,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,10
tabanca,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,silahýn,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,patentini,0,0,0.0,9,1.25,4.0,0.0,0.0,0.0,0.0,10
patentini,0,0,0.0,9,1.25,4.0,0.0,0.0,0.0,0.0,tabanca,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,aldý,0,0,0.0,4,1.0,2.0,0.0,0.0,0.0,0.0,10
29,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,,0,0,0.14079076807831825,5,1.4220751648599577,2.1208008925480333,0.37624435349143304,0.11325279195952263,0.0007377340264537903,0.00010590836278909674,12,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,3
12,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,29,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,1941,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,3
1941,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,12,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,NBC,1,1,1.0,3,3.0,0.0,0.0,0.0,0.0,0.0,3
NBC,1,1,1.0,3,3.0,0.0,0.0,0.0,0.0,0.0,1941,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,Türkçe,1,0,0.16666666666666666,6,2.0,2.0,0.0,0.0,0.0,0.0,7
Türkçe,1,0,0.16666666666666666,6,2.0,2.0,0.0,0.0,0.0,0.0,NBC,1,1,1.0,3,3.0,0.0,0.0,0.0,0.0,0.0,radyo,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,10
18,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,,0,0,0.14081669162243138,5,1.4223370089337672,2.121191391699672,0.37631363066939133,0.11327364498695026,0.0007378698640576301,0.00010590836278909673,12,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,3
12,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,18,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,1865,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,3
1865,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,12,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,ABD,1,1,1.0,3,2.0,1.0,0.0,0.0,0.0,0.0,3
ABD,1,1,1.0,3,2.0,1.0,0.0,0.0,0.0,0.0,1865,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,de,0,0,0.0,2,1.0,1.0,0.0,0.0,0.0,0.0,8
kaldýrýldý,0,0,0.0,10,1.5,4.0,0.0,0.0,0.0,0.0,kölelik,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,,0,0,0.14897519824136854,5,1.536347087783358,2.1902288544180504,0.35502278855488684,0.09713161632179954,0.001290321661414438,0.00013345169783196258,9
Boðaziçi,1,0,0.125,8,1.0,4.0,0.0,0.0,0.0,0.0,1973,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,Köprüsü,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,8
Köprüsü,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,Boðaziçi,1,0,0.125,8,1.0,4.0,0.0,0.0,0.0,0.0,Cumhurbaþkaný,1,0,0.07692307692307693,13,1.6,5.0,0.0,0.0,0.0,0.0,8
Cumhurbaþkaný,1,0,0.07692307692307693,13,1.6,5.0,0.0,0.0,0.0,0.0,Köprüsü,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,Fahri,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,6
Fahri,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,Cumhurbaþkaný,1,0,0.07692307692307693,13,1.6,5.0,0.0,0.0,0.0,0.0,Korutürk,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,10
Korutürk,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,Fahri,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,tarafýndan,0,0,0.0,10,1.5,4.0,0.0,0.0,0.0,0.0,10
21,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,,0,0,0.1408426199397988,5,1.4225989012204425,2.121581962753198,0.3763829206032284,0.11329450185400734,0.0007380057266729969,0.00010590836278909675,10,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,3
10,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,21,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,1860,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,3
1860,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,10,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,Ýlk,1,0,0.3333333333333333,3,2.0,1.0,0.0,0.0,0.0,0.0,3
gazete,0,0,0.0,6,1.0,3.0,0.0,0.0,0.0,0.0,siyasi,0,0,0.0,6,1.0,3.0,0.0,0.0,0.0,0.0,Tercümaný,1,0,0.1111111111111111,9,1.25,4.0,0.0,0.0,0.0,0.0,6
Tercümaný,1,0,0.1111111111111111,9,1.25,4.0,0.0,0.0,0.0,0.0,gazete,0,0,0.0,6,1.0,3.0,0.0,0.0,0.0,0.0,Ahval,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,9
Ahval,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,Tercümaný,1,0,0.1111111111111111,9,1.25,4.0,0.0,0.0,0.0,0.0,çýkmaya,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,9
çýkmaya,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,Ahval,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,baþladý,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,9
baþladý,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,çýkmaya,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,,0,0,0.14900262876949255,5,1.5366299725352977,2.190632137212088,0.35508815824528545,0.09714950098692966,0.0012905592459589812,0.00013345169783196258,9
03,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,,0,0,0.14086855303129941,5,1.4228608417288608,2.121972605721851,0.3764522232952931,0.11331536256140083,0.0007381416143044963,0.00010590836278909674,10,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,3
10,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,03,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,1931,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,3
1931,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,10,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,Türkiye,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,3
Türkiye,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,1931,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,Cumhuriyet,1,0,0.1,10,1.5,4.0,0.0,0.0,0.0,0.0,9
Cumhuriyet,1,0,0.1,10,1.5,4.0,0.0,0.0,0.0,0.0,Türkiye,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,Merkez,1,0,0.16666666666666666,6,2.0,2.0,0.0,0.0,0.0,0.0,9
Merkez,1,0,0.16666666666666666,6,2.0,2.0,0.0,0.0,0.0,0.0,Cumhuriyet,1,0,0.1,10,1.5,4.0,0.0,0.0,0.0,0.0,Bankasý,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,9
Bankasý,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,Merkez,1,0,0.16666666666666666,6,2.0,2.0,0.0,0.0,0.0,0.0,faaliyete,0,0,0.0,9,0.8,5.0,0.0,0.0,0.0,0.0,9
faaliyete,0,0,0.0,9,0.8,5.0,0.0,0.0,0.0,0.0,Bankasý,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,geçti,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,9
Oyuncu,1,0,0.16666666666666666,6,1.0,3.0,0.0,0.0,0.0,0.0,1964,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,eski,0,0,0.0,4,1.0,2.0,0.0,0.0,0.0,0.0,6
Monica,1,0,0.16666666666666666,6,1.0,3.0,0.0,0.0,0.0,0.0,model,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,Belluci,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,10
Belluci,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,Monica,1,0,0.16666666666666666,6,1.0,3.0,0.0,0.0,0.0,0.0,Ýtalya,1,0,0.16666666666666666,6,1.0,3.0,0.0,0.0,0.0,0.0,10
Ýtalya,1,0,0.16666666666666666,6,1.0,3.0,0.0,0.0,0.0,0.0,Belluci,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,da,0,0,0.0,2,1.0,1.0,0.0,0.0,0.0,0.0,5
Ýlk,1,0,0.3333333333333333,3,2.0,1.0,0.0,0.0,0.0,0.0,1953,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,sinemaskop,0,0,0.0,10,1.5,4.0,0.0,0.0,0.0,0.0,9
sinemaskop,0,0,0.0,10,1.5,4.0,0.0,0.0,0.0,0.0,Ýlk,1,0,0.3333333333333333,3,2.0,1.0,0.0,0.0,0.0,0.0,film,0,0,0.0,4,3.0,1.0,0.0,0.0,0.0,0.0,9
film,0,0,0.0,4,3.0,1.0,0.0,0.0,0.0,0.0,sinemaskop,0,0,0.0,10,1.5,4.0,0.0,0.0,0.0,0.0,gösterimi,0,0,0.0,9,1.25,4.0,0.0,0.0,0.0,0.0,9
gösterimi,0,0,0.0,9,1.25,4.0,0.0,0.0,0.0,0.0,film,0,0,0.0,4,3.0,1.0,0.0,0.0,0.0,0.0,New,1,0,0.3333333333333333,3,2.0,1.0,0.0,0.0,0.0,0.0,9
New,1,0,0.3333333333333333,3,2.0,1.0,0.0,0.0,0.0,0.0,gösterimi,0,0,0.0,9,1.25,4.0,0.0,0.0,0.0,0.0,York,1,0,0.25,4,3.0,1.0,0.0,0.0,0.0,0.0,5
York,1,0,0.25,4,3.0,1.0,0.0,0.0,0.0,0.0,New,1,0,0.3333333333333333,3,2.0,1.0,0.0,0.0,0.0,0.0,ta,0,0,0.0,2,1.0,1.0,0.0,0.0,0.0,0.0,5
yapýldý,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,ta,0,0,0.0,2,1.0,1.0,0.0,0.0,0.0,0.0,,0,0,0.149030064348349,5,1.5369129093742837,2.1910354942618415,0.35515353997208443,0.09716738894513018,0.0012907968742495281,0.00013345169783196258,9
14,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,,0,0,0.14089449089781228,5,1.4231228304679013,2.122363320618872,0.3765215387479344,0.11333622710983783,0.0007382775269567343,0.00010590836278909671,09,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,3
09,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,14,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,1944,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,3
1944,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,09,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,Radyo,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,3
Radyo,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,1944,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,istasyonlarýnýn,0,0,0.0,15,1.5,6.0,0.0,0.0,0.0,0.0,10
30,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,,0,0,0.14092043354021658,5,1.4233848674464447,2.1227541074575056,0.3765908669635021,0.11335709550002561,0.0007384134646343178,0.00010590836278909674,08,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,3
08,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,30,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,1952,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,3
1952,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,08,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,Erzurum,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,3
Erzurum,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,1952,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,da,0,0,0.0,2,1.0,1.0,0.0,0.0,0.0,0.0,5
Aziziye,1,0,0.14285714285714285,7,0.75,4.0,0.0,0.0,0.0,0.0,da,0,0,0.0,2,1.0,1.0,0.0,0.0,0.0,0.0,Anýtý,1,0,0.2,5,0.6666666666666666,3.0,0.0,0.0,0.0,0.0,9
Anýtý,1,0,0.2,5,0.6666666666666666,3.0,0.0,0.0,0.0,0.0,Aziziye,1,0,0.14285714285714285,7,0.75,4.0,0.0,0.0,0.0,0.0,açýldý,0,0,0.0,6,1.0,3.0,0.0,0.0,0.0,0.0,9
açýldý,0,0,0.0,6,1.0,3.0,0.0,0.0,0.0,0.0,Anýtý,1,0,0.2,5,0.6666666666666666,3.0,0.0,0.0,0.0,0.0,,0,0,0.14905750497886797,5,1.5371958983099077,2.1914389255809836,0.35521893373749996,0.09718528019700738,0.001291034546294133,0.00013345169783196258,9
27,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,,0,0,0.14094638095939171,5,1.4236469526733728,2.123144966250998,0.37666020794434607,0.11337796773267154,0.0007385494273418551,0.00010590836278909673,08,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,3
08,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,27,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,1859,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,3
1859,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,08,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,Dünyanýn,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,3
Dünyanýn,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,1859,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,ilk,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,9
ilk,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,Dünyanýn,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,petrol,0,0,0.0,6,2.0,2.0,0.0,0.0,0.0,0.0,9
petrol,0,0,0.0,6,2.0,2.0,0.0,0.0,0.0,0.0,ilk,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,kuyusu,0,0,0.0,6,1.0,3.0,0.0,0.0,0.0,0.0,9
kuyusu,0,0,0.0,6,1.0,3.0,0.0,0.0,0.0,0.0,petrol,0,0,0.0,6,2.0,2.0,0.0,0.0,0.0,0.0,ABD,1,1,1.0,3,2.0,1.0,0.0,0.0,0.0,0.0,9
ABD,1,1,1.0,3,2.0,1.0,0.0,0.0,0.0,0.0,kuyusu,0,0,0.0,6,1.0,3.0,0.0,0.0,0.0,0.0,nin,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,5
nin,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,ABD,1,1,1.0,3,2.0,1.0,0.0,0.0,0.0,0.0,Pensilvanya,1,0,0.09090909090909091,11,1.75,4.0,0.0,0.0,0.0,0.0,5
Pensilvanya,1,0,0.09090909090909091,11,1.75,4.0,0.0,0.0,0.0,0.0,nin,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,eyaletinde,0,0,0.0,10,1.0,5.0,0.0,0.0,0.0,0.0,5
eyaletinde,0,0,0.0,10,1.0,5.0,0.0,0.0,0.0,0.0,Pensilvanya,1,0,0.09090909090909091,11,1.75,4.0,0.0,0.0,0.0,0.0,açýldý,0,0,0.0,6,1.0,3.0,0.0,0.0,0.0,0.0,5
açýldý,0,0,0.0,6,1.0,3.0,0.0,0.0,0.0,0.0,eyaletinde,0,0,0.0,10,1.0,5.0,0.0,0.0,0.0,0.0,,0,0,0.1490849506619795,5,1.5374789393517616,2.19184243118319,0.3552843395437489,0.09720317474316775,0.0012912722621008525,0.00013345169783196258,9
Arap,1,0,0.25,4,1.0,2.0,0.0,0.0,0.0,0.0,1928,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,Alfabesi,1,0,0.125,8,1.0,4.0,0.0,0.0,0.0,0.0,10
